A,TOTAL,PPS_HH,HU	: 	: 	: 	10694 	13504 	15998 	21937 
A,TOTAL,PPS_HH,IE	: 	22243 	29749 	36373 	33262 	33814 	: 
A,TOTAL,PPS_HH,IT	17119 	22807 	27220 	28782 	28393 	29651 	27283 
A,TOTAL,PPS_HH,LT	: 	: 	: 	9378 	14730 	16254 	17448 
A,TOTAL,PPS_HH,LU	26662 	38647 	43247 	51932 	45171 	49838 	49524 
A,TOTAL,PPS_HH,LV	: 	: 	: 	10589 	11381 	14428 	16576 
A,TOTAL,PPS_HH,ME	: 	: 	: 	: 	11831 	16541 	14929 
A,TOTAL,PPS_HH,MK	: 	: 	: 	12622 	11846 	11690 	: 
A,TOTAL,PPS_HH,MT	: 	: 	: 	28605 	26590 	27868 	26528 e
A,TOTAL,PPS_HH,NL	16494 	20314 	25657 	29368 	30288 	32624 	33134 
A,TOTAL,PPS_HH,NO	: 	: 	: 	29106 	34578 	37330 	: 
A,TOTAL,PPS_HH,PL	: 	: 	: 	10594 	15263 	18436 	17178 
A,TOTAL,PPS_HH,PT	11926 	16311 	18527 	20869 	23357 	24842 	: 
A,TOTAL,PPS_HH,RO	: 	: 	: 	5324 	9623 	11422 	14625 
A,TOTAL,PPS_HH,RS	: 	: 	: 	: 	: 	14355 	14285 
A,TOTAL,PPS_HH,SE	: 	17994 	21673 	25612 	26366 	28583 	: 
A,TOTAL,PPS_HH,SI	: 	: 	: 	23806 	25514 	25762 	26153 
A,TOTAL,PPS_HH,SK	: 	: 	: 	11855 	15041 	19341 	15692 
A,TOTAL,PPS_HH,TR	: 	: 	: 	10291 	15917 	21628 	18952 
A,TOTAL,PPS_HH,UK	17390 	20461 	27646 	31959 	23692 	25316 	: 
A,TOTAL,PPS_HH,XK	: 	: 	: 	: 	: 	15014 	: 
A,UNK,PPS_AE,LU	: 	: 	: 	: 	: 	: 	: u
A,UNK,PPS_AE,ME	: 	: 	: 	: 	: 	8854 	8288 
A,UNK,PPS_AE,MK	: 	: 	: 	: 	: 	5362 	: 
A,UNK,PPS_AE,PL	: 	: 	: 	: 	: 	9133 	: 
A,UNK,PPS_AE,RS	: 	: 	: 	: 	: 	7978 	7962 
A,UNK,PPS_AE,TR	: 	: 	: 	: 	: 	11381 	10188 
A,UNK,PPS_AE,UK	: 	: 	: 	: 	: 	14736 	: 
A,UNK,PPS_HH,LU	: 	: 	: 	: 	: 	: 	: u
A,UNK,PPS_HH,ME	: 	: 	: 	: 	: 	16541 	14929 
A,UNK,PPS_HH,MK	: 	: 	: 	: 	: 	11690 	: 
A,UNK,PPS_HH,PL	: 	: 	: 	: 	: 	16011 	: 
A,UNK,PPS_HH,RS	: 	: 	: 	: 	: 	14355 	14285 
A,UNK,PPS_HH,TR	: 	: 	: 	: 	: 	21628 	18952 
A,UNK,PPS_HH,UK	: 	: 	: 	: 	: 	24571 	: 
