		Russia	Russia	Russia	Russia	China	China	China	China	Europe	Europe	Europe	Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Africa	Africa	Africa	Africa
new		Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other
Rest of Asia	Fish	334.503990657	0.00179003311589	0	4.56765043692	4203.92959433	0.0451024987024	0	4.36826148812	1765.21687176	9.68993823432	0.0179720897779	26.6549014395	143781.283887	205.379282623	54.4759993624	2884.76117248	6703.96165776	0	4.70126671577e-05	71.6152902314	869.62394667	0.0371220278515	0	0.00267122593971
Rest of Asia	Drinks and tabacco	1123.13768616	0	0	0.762674674529	0	0	0	64.6376650966	1794.53385332	0.116484071913	0	33.5521098352	175549.456638	214.221130765	0	3336.2379734	4448.92308264	0	0	6.8638397464	1938.65150209	0.00544439256345	0	0.165892634966
Rest of Asia	Food n.e.c.	1136.80799728	0	0	26.7104443461	4354.61412053	0	0	2.6235334281	8717.66760754	3.29228614872	0	88.8695458291	331260.644682	10562.1656942	0	14574.3008446	11869.8910263	0	0	15.428934151	7677.31677172	22.9536091238	0	0.0456994359519
Rest of Asia	Natural gas	1651.53407369	0.000280734307456	0	303.073963984	1.76829117816	0	1.59878617436e-07	4351.63016476	783.035853725	0.371246241193	77.0712199898	1932.92354397	20373.9596206	1269.31120041	9155.41994212	10696.7509495	38.5852560726	0	4.63504669556	1.32539945235	154.034692886	0.465146881476	0	0.00188025723086
Rest of Asia	Oil	115.347299218	0.717049191487	3.08135869053e-07	85.5901912564	2438.2447465	0	0	217.929135249	7268.77563459	0.283400059999	118.577596864	270.548890224	190904.166603	2986.70187063	11702.6907179	18858.8443607	9518.49112689	0	1494.72339761	178.998328009	5770.49422804	0.987512459531	3.59914126243	56.8587202413
Rest of Asia	Coal	0	0	0	0.0222443135106	0	0	0	0.0303236904785	2.1927832189	4.95747602165e-05	0	12.4906504294	270.216301008	0.967639471242	0	379.015120583	1.61370239278e-09	0	0	21.2172584602	7.00360407612	0.00084948212887	0	6.29536131509e-07
Rest of Asia	Mining & quarrying	4.35624449113	1.68600759746	3.19449725821e-08	734.625593955	0.301356053643	0	1.00182055814e-09	68.3386037148	33.6633481344	0.00891763574955	11.7625799729	191.00733015	2548.52339128	667.109821968	2406.93107407	8990.23021881	4.6802281328	0.00834220275642	1.46977030177	16.671721707	18.0738465633	0.0866403669518	0.0406583286743	19.010293855
Rest of Asia	Textiles, leather & wearing apparel	1961.73003846	1.75724118724	0	46.4838034257	864.638255351	0	0	53.5871127713	39472.6354548	42.4251347971	327.074349156	1024.10774607	248685.092614	7502.10830101	8257.82975549	19762.914044	35368.6601956	0	181.798975136	129.776507164	6913.87586779	0.571599707384	222.665187888	3.62468715962
Rest of Asia	Forestry etc	14.4444792363	0	0	0.560211431521	807.829679307	1.45526916177	0	63.2401045023	92.6385797313	0.302627540739	11.2657961185	24.8273345478	12748.3047336	6.03257620802	734.566841027	6820.41559128	1.2994330081	0.477725013707	0.0413040581248	5.74870024251	3.05865000068	0.000260876031588	0	0.0154065941537
Rest of Asia	Wood, paper & publishing	139.202542081	0	9.91515464707	21.7798992024	92.3138518909	0	4.60752571285	78.2593625464	2073.5038473	7.49371153866	218.834185416	86.1948640016	84649.9050467	5581.40031315	7303.55258969	10596.4558863	2293.84299089	0.470900882116	45.9662196409	27.5382049152	2334.95649602	0.230182311151	96.3745116407	6.44353722066
Rest of Asia	Chemicals & non-metallic mineral products	3669.94132684	75.5225923954	0	917.811672318	10278.2402091	0	0	1388.55493361	27893.8207537	11208.445226	525.957626788	1117.07771399	155742.699636	7865.29957406	14450.9711383	37228.4779217	75772.2642603	3907.40717368	740.136679806	491.987363028	21624.6298082	20.5154454798	107.442445808	50.1364330356
Rest of Asia	Metal & metal products	737.733108593	1.46902719339	80.3917990644	58.6985949223	44.9359667819	0	42.7481453677	399.460468485	2127.90760318	5.30445048302e-05	3254.74843026	1154.80345706	25792.7596369	332.329957416	71443.3241673	16996.5251003	2723.90447081	0	2378.25408155	474.646810244	1047.30817306	0.000554899946204	1243.23548262	8.40946547788
Rest of Asia	Electrical & machinery	3632.92583523	2.32217756803	3488.40692105	1752.27544876	11.9196933621	0	0	2566.32498381	17476.2989527	486.219454508	44504.183245	3068.36137826	208915.969966	5484.76239438	710711.887434	31612.7254847	30939.4105757	0	88591.9799277	689.206316368	5976.88804659	34.3053428348	16980.6356221	16.0787494078
Rest of Asia	Transport equipment	2807.41516116	0.00047685047671	0.266930312089	3256.0740884	7989.64666397	0	27155.1906868	193.202454217	15384.0169907	40.7746037063	21553.1768538	1154.36035379	184111.090795	3684.44405215	235191.98019	11093.9595284	46438.2737394	0	55185.566055	1091.02400094	10309.7221781	5.2269473037	10996.8026544	85.2552644301
Rest of Asia	Manufacturing & recycling	188.977365775	2.17317889583e-05	0	214.864394146	327.551979692	0	0	44.6875487961	10525.9747816	3.64048641426	1431.7009532	59.8058622786	65320.51268	204.038992847	64202.1560857	12586.3134548	24044.764067	0	3641.64455703	129.265374444	1003.23089096	0.000291775288201	383.904040637	14.2148984052
Rest of Asia	Electricity by gas	80.229751014	0	0	0	0	0	0	0	10.9551371016	0.000760183209662	2.64177674464e-07	0.0567065497226	65756.7956861	920.172607459	2.95836938665e-07	768.581401376	0	0	1.23449503813e-07	1.90251254238e-08	0.019318060415	1.8241122128e-08	0	1.37489352241e-08
Rest of Asia	Electricity other & water	55.3676021098	0	0	0	0	0	0	0	12.7623467196	0.00133110100084	3.34525207428e-05	1.43644144238e-05	150636.233098	18508.1522949	5.05255395144	17718.8314581	0	0	0	0	0.019206781007	2.53917275472e-06	0	1.23306390795e-07
Rest of Asia	Construction	4.06318843985	0	1454.76239419	0	253.947119348	0	7094.57691268	0	63.5755800039	2.22043307818	3407.82902816	2.3004185658	16595.4089117	2178.07357313	2356653.53364	2787.8350324	1.20189824906	0.00539732258414	1771.67443436	0.0210906185611	9.23221094437	0.000793388645227	702.135863581	0.00117788418892
Rest of Asia	Sale, maintenance & repair of vehicles; fuel; trade; hotels & restaurants	5726.51257056	0.0600806453543	1.47352870961	1375.27818948	3058.76535444	8.23055154071	103.770939606	48.3806528256	25865.0791515	1135.73959918	143.722967897	35.5870054333	1193246.41856	23477.8310821	94496.8269615	67890.9891951	11491.4459439	1.28344138425	5.16112679667	185.149414987	34.542968276	0.185345671134	1.05635255582	0.566903517581
Rest of Asia	Transport	1425.75246604	25.8098549584	11.5249499852	10.3223751006	2001.33452781	137.489793216	86.1394085691	47.8764796341	21198.9407029	430.466699362	208.871827137	7.57058310643	549732.771341	34209.8096691	19749.6697167	28145.9953087	16588.5551633	1542.63313258	99.9699501276	1715.02252041	33.1673354162	1.34313635122	0.604511038433	5.90198445012
Rest of Asia	Post & telecommunications	1074.95374688	0.0033106639349	0	0	18.3955537194	0	0	0	1007.61109814	1.0362891515	13.2121599537	0.006534485738	306863.292304	84.8095808063	3181.83060164	70.1622621865	912.697714408	0.274421043333	39.8911375932	0.273472867217	10.3504771112	0.0409438212283	0.029527713902	0.000362117816292
Rest of Asia	Financial intermediation & business activity	50.9618531671	12.1102183171	1.39310668281	0	3213.66760483	154.270629386	0	777.645128118	8010.52034724	542.892412784	5625.2073003	433.343566645	1760735.46223	91425.6177786	473502.985781	90259.1228267	15334.1685206	251.579895822	6306.90472016	185.94103352	184.398609224	4.7990767759	81.5149195887	0.574378149368
Rest of Asia	Public administration; education; health; recreation; other services	81.7893851985	251.372167118	16.4191583584	108.428647198	15333.8850909	7389.65138957	0	10727.6086241	9804.45837326	11303.6300271	103.457077712	3160.58982646	1078401.09741	2384459.86384	22554.0564239	797438.317761	9753.04871616	4482.40112173	0.173123492384	2038.04975664	166.655182565	127.457979295	0.712909358855	6.73145957322
Americas and Australia	Crops, vegetables, fruit and nuts	1145.78764496	0.0263341720543	0	23.1990249588	1376.45492595	331.546666469	0	832.189605992	15492.6504871	9.65984196007	195.748898293	372.360723946	16666.3391961	1.27420925302	422.892449157	118.124654982	163992.505354	157.836131501	1948.7635769	8112.12656886	1864.05890771	0.00963874605438	0	0.0843869065352
Americas and Australia	Wheat	0	0	0	0	0	0.0361308350797	0	765.860917547	202.825409814	0.00039431897233	0	1.84449646511	674.040736376	0.387647127241	0	4.04463301893	1861.92780523	40.87979317	351.358654995	605.819271041	178.828395298	0.000348755171274	0	0.0001911357868
Americas and Australia	Cattle	0	0.596125240945	0	0	0	0.00151002028455	0	502.455114125	0	0	2.14670284112	0.0157839049938	1.92433088842e-07	871.880512199	0	1.32395630841	1173.34935435	15.0258407989	2755.03354957	1217.74428573	0	3.83757403997e-08	0	4.68644990224e-08
Americas and Australia	Animal products	1367.97985717	0.522182807862	0	26.3152123174	5124.12841498	52.5551911418	0	506.902103504	2729.48376104	1.25919296671	7.50504449798	51.7009178915	20103.4736969	2.31503806659	80.6264480526	248.089214625	326853.459486	166.155283377	2511.75522731	4836.97430013	2490.68271831	0.0127524995849	3.65738280979e-08	1.32828468288
Americas and Australia	Fish	376.957835821	9.03209075291e-05	0	4.04348573911	5985.35686275	0.0648807012257	0	6.27465540275	1674.75570301	7.5266927842	0.006589212323	21.8808985937	6376.40853026	0.0523984041639	0	45.530645614	52405.2609591	21.8871874611	7.86487381591	397.300718756	324.07461297	0.014987873688	0	0.000396930404951
Americas and Australia	Drinks and tabacco	124.527455748	0	0	0.338030183943	0	0	0	43.0072713887	2379.78332256	0.389925415108	0	81.6373368328	5880.95093583	0.904670406069	0	21.4774935397	226244.286533	0	0	2331.12010442	225.066414864	0.00153115649224	0	0.146756690893
Americas and Australia	Food n.e.c.	367.53566033	0	0	9.1585432762	3661.39065533	0	0	2.07692774687	5420.79877269	2.02555485707	0	89.2602209438	17640.5991638	76.6518665504	0	198.215546007	388048.945364	8.19519404956	0	10986.0376897	2688.75061853	3.29919608458	0	0.0200239704778
Americas and Australia	Natural gas	0.0102284862566	0	0	0.00187405981788	1.14061311866	0	6.52251267668e-08	0.170290749608	230.666516175	0.00386215621149	0.000436935169725	10.8637877656	1817.36443348	0.215830574555	1.01165287171	32.6487217742	24530.0204635	0	109193.467076	4882.58080984	234.395444599	0.141528446221	0	0.0628341722921
Americas and Australia	Oil	12.5548865722	0.078147330535	0	0.977531203259	121.646438352	0	0	109.576363361	3958.33145927	0.47970320756	74.3111065656	143.449337405	3223.35842742	21.2700054284	1344.69171106	138.838485081	308390.651135	0	33772.5073765	16825.5601245	840.740596654	0.184005724606	0	1.20185260216
Americas and Australia	Coal	0	0	0	0.00118738947305	0	0	0	0	1.51393897935	0.000774848204814	0	11.567222302	43.3473385299	0.0105212952504	0	2.46741931513	11.8035856211	0	0	246.171119008	15.2325632247	0.00211259236096	0	1.56560471042e-06
Americas and Australia	Mining & quarrying	0.17870364349	0.0680571769417	0	8.01698440561	0.413383867084	0	0	66.3626723064	469.279750405	0.371417830249	7.78946806154	634.225770357	1194.98936364	291.977782026	2.13377552611	2316.28555769	1383.94693008	1.85501922369	22947.3912601	3194.74758315	294.156505205	0.0980634668683	1.9878278767	26.9309204207
Americas and Australia	Textiles, leather & wearing apparel	86.407604832	0.070499989726	0	1.39502104466	198.343720184	0	0	6.97406562381	3525.75786343	2.29076188507	25.3603952029	66.4825824443	4322.93997347	9.31915983955	65.4267864127	46.0775137026	200868.511405	3.00272265546	1141.94264555	2075.59254478	501.908038003	0.0217126390075	8.25655372253	0.404246674939
Americas and Australia	Forestry etc	3.06897769394	0	0	0.119026540113	193.237348454	0.348108470524	0	15.1273844265	20.033841827	0.251752174367	1.15154920995	8.50954494109	78.5609743254	0.0160614187664	3.51689842874	117.481402536	6564.41889457	70.6661977982	214.631141347	470.602025278	0.57037135227	4.74644767382e-05	0	0.00287301734044
Americas and Australia	Wood, paper & publishing	13.1284483867	0	1.76347765908	10.6444175052	53.1373633604	0	9.42627934503	26.6188533272	1292.4493031	2.97902614046	178.049134613	159.073528723	3336.4797772	80.5831035505	724.096264754	188.995567256	219489.445503	213.882228651	6022.99886836	4458.7916439	225.299339504	0.0913990191163	7.35389972654	29.9872329508
Americas and Australia	Chemicals & non-metallic mineral products	658.942560407	22.1112710695	0	53.4656774727	1559.57207924	0	0	245.777340576	11835.2665347	7229.95615222	133.86534317	688.499127687	27688.6217932	461.081441244	225.228028456	624.24963158	371446.459412	2735.94984676	3676.03806026	11396.8463214	1844.17997505	15.7298552606	7.08156086877	25.6617796264
Americas and Australia	Metal & metal products	87.5006424333	0.174579818772	9.55379571912	10.6984181954	9.41221918216	0	8.95396143995	329.553596956	482.137139942	1.1918812107e-05	805.413785119	1052.20725338	970.496287223	0.451092609463	2093.50718481	235.817587886	43954.9553228	0	33520.8158673	8409.55075511	99.6992794761	4.90011359072e-05	108.915095747	3.82536077098
Americas and Australia	Electrical & machinery	707.510324368	0.89767602791	1347.16123627	695.741373457	2.45465650967	0	0	485.700382587	11242.5695786	1035.35110065	28776.7167323	2717.02234753	24904.251596	652.7835211	83561.3478972	912.59039734	221622.268009	64.5100175735	732492.848386	11156.4866053	883.1003293	12.7771575969	4224.59928568	10.4197902678
Americas and Australia	Transport equipment	653.687128132	0.000220766176204	0.050754473282	2426.90644083	3961.70527692	0	23418.2591062	287.74329555	10291.3219275	52.7994487309	34818.5546721	1570.23807428	15584.9541148	84.1156324175	25070.2804199	464.827779217	262914.62492	4.54387726149	505913.647689	29481.0972939	2027.24356941	1.02825959766	2450.36264389	23.5242605852
Americas and Australia	Manufacturing & recycling	75.4169958043	8.6727118349e-06	0	85.747978576	177.916505337	0	0	24.2729490487	8376.97965068	1.67986125473	1215.35781953	44.7700085407	12805.3320074	55.2217134553	7634.61300747	4463.36428252	159878.370675	0	82198.7665873	4413.75156881	175.78563182	3.42369584045e-05	49.7377984228	7.0401200463
Americas and Australia	Electricity by gas	0	0	0	0	0.00697185471702	0	0	0.000224949850539	0.00118077852398	2.69430648912e-06	1.76069805653e-07	8.48741034197e-05	4.44795629531e-06	0	0	0	109155.646449	15.0830953899	273.091234454	16.909297062	0	0	0	0
Americas and Australia	Electricity other & water	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256688.057675	18.1089175739	273.437715229	20.6498129808	0	0	0	0
Americas and Australia	Construction	0.747377300202	0	267.586996444	0	2.43109038733	0	67.9179105432	0	21.4801701659	0.577933033038	1674.15846139	1.06108962566	8.27262271327	0.402995796985	718.299653927	0.0024420397132	5372.60945654	1228.35269814	2222295.31649	1004.58136148	0.321587923788	2.68906690235e-05	25.8845873661	3.99225449759e-05
Americas and Australia	Sale, maintenance & repair of vehicles; fuel; trade; hotels & restaurants	274.216521694	6.737823433e-05	0.0014269658995	66.3153843638	2998.16793471	0.151569685628	1.91099328107	0.880114788633	17381.9157177	293.438869753	76.0288929588	34.8292850501	12542.422487	250.142059677	214.204079428	971.943070217	2201366.40846	12203.1129089	76582.2354198	104055.121348	2712.69339165	3.71288876774	1.26456103387	1.43384072946
Americas and Australia	Transport	146.731311004	6.70189476005	1.99918639903	1.3425657013	487.605683256	7.64480813702	5.11023266476	2.94354179103	13463.7320914	293.888271312	208.959625797	4.07896180211	4852.18434632	435.709662673	220.662400707	25.8553763248	679533.011967	21835.2875774	17868.2871948	52213.5783801	506.606244876	40.2873849374	9.20801840639	54.5381091509
Americas and Australia	Post & telecommunications	368.809661392	0.0011358673323	0	0	0.862636642663	0	0	0	1319.4533047	1.85858519401	23.7714498067	0.0118519486722	346.4933424	0.894054005368	30.6328692915	0.961159155698	800934.664565	91.6623857213	46102.7906244	55.7037095905	31.9570656083	0.12641391959	0.0911667240353	0.00111803762173
Americas and Australia	Financial intermediation & business activity	16.4515821886	14.8021916996	1.67558016106	0	472.240022907	19.3778364803	0	92.0111455972	8514.228017	1922.49561914	10017.9189635	571.874996616	13561.0064656	1131.62184992	4637.87926923	713.002381731	4513941.942	26449.9064299	975085.067346	20160.8709936	1602.51417862	76.3232722479	832.212370586	15.8888620254
Americas and Australia	Public administration; education; health; recreation; other services	361.451942803	73.7677724745	10.6057347455	64.9415492477	1974.71180756	302.566362214	0	104.154367518	9747.69222351	5728.90800542	150.801560881	1518.94389714	8927.49423616	2206.6747703	34.6503022307	1099.39592716	3965670.00931	3935386.7775	1805.15371412	1357525.56769	376.083013817	234.8417984	0.363913454143	6.24612850965
Africa	Crops, vegetables, fruit and nuts	1021.48381386	0.0101952093813	0	17.7233100588	108.179050071	71.9630763355	0	175.884035284	15869.3699181	8.7526769702	319.84140033	404.457319952	10677.2520918	0.534686262501	419.219909385	8.53393463819	1953.31405432	0.370750890883	8.62775692024	84.1239042702	69457.4952224	212.388249952	1460.70908382	8.94652696829
Africa	Wheat	0	0	0	0	0	0	0	0	0.0596769442412	0	0	0.000910229205091	0.301964491393	0.00106079146148	0	3.86005251091e-05	0	0	0	0.375283695286	3291.1407079	81.7153364965	65.9063891983	0.00705239733679
Africa	Cattle	0	0	0	0	0	0	0	0	0	0	0.00637558259781	4.83883438933e-05	1.12783487861e-07	1.61927851694e-05	0	1.92729551018e-05	0	0	0	0	80.8456702207	1.60906514681	847.27814506	0.00379758644326
Africa	Animal products	0.662977418694	5.77551433228e-06	0	0.0204506095866	30.1384685689	16.6131203662	0	36.4112884197	233.631921248	0.00868430630763	1.10555461327	9.27080013056	1355.49355249	0.10729497837	6.38186148197	0.511609444134	24.9712924481	0.0056570538965	0.147632520228	6.55132441146	46090.5986212	723.841844343	1825.59529224	290.750368144
Africa	Fish	6.49172285447	0.000101277904379	0	0.126762856808	78.4591670636	0.00261692880056	0	0.229029698333	1077.59642161	0.881212336129	0.00967382540211	10.6668596552	530.973352698	0.233963448244	0	2.80068092036	94.7133836229	0	7.76694909817e-06	0.720792583864	21676.8704161	0.959215650396	10.1839788508	6.01990587514
Africa	Drinks and tabacco	36.3162490004	0	0	0.125452646235	0	0	0	1.64618206522	415.772525153	0.0666145413508	0	8.14047811941	557.176602689	0.0064082652703	0	0.454823763995	148.098931817	0	0	0.419567932249	20715.0282139	0.0635127802584	0	41.6979144863
Africa	Food n.e.c.	149.653179222	0	0	3.54367371978	86.7177643233	0	0	0.0928201308879	3611.95668214	0.851247013815	0	38.6941977124	1665.91662807	6.93424532248	0	2.58759151163	777.774203068	0	0	2.56829051938	46311.0205469	135.508279674	0	41.87183093
Africa	Natural gas	0	0	0	0	0.796665889443	0	1.93121881217e-08	0.868210739674	436.075455254	8.85516214001e-06	0.972126634572	33.7956805537	903.266647091	1.22220119638	0.124011804804	9.71069377406	95.8002924602	0	9.29471499992	1.85461086702	6893.91958567	0.659095736677	4776.46067201	243.066424329
Africa	Oil	0.572603125855	0.00349679061841	0	0.7046795318	53.7081366028	0	0	40.6633469043	996.625324718	0.0586976925092	5.5049631275	56.534972481	452.415062951	9.06468712481	260.682943019	183.835814552	1385.4262405	0	292.740552641	11.4879768285	9152.07345687	0.290130073536	1578.90329625	647.025921037
Africa	Coal	0	0	0	0	0	0	0	0	0.0919330814217	2.33252640263e-05	0	0.145397523038	49.4867596935	0.0120115089077	0	5.95130413021	4.86997753137e-09	0	0	1.97862410997e-06	35.4313673609	0.0664054917456	0	4.92129315565e-05
Africa	Mining & quarrying	0.0163527177131	0	0	5.08471799223	7.82877310768e-07	0	0	22.5876005941	32.3165906618	0.0116425174126	8.12850301549	388.984542807	304.178262506	24.3795275558	3.60354697816	424.327253525	1.44263833838	0.000976837639361	2.38734116526	54.5100781118	601.379205259	0.746088272424	790.471425149	63.2070809061
Africa	Textiles, leather & wearing apparel	180.825100477	0.12576019218	0	0.881238348362	60.4822518971	0	0	1.57094865016	7679.00183012	4.95794695236	22.4395731958	79.6042706824	799.741224644	7.43642658485	12.1113437812	12.4313523013	1476.0601515	0	2.72354702979	3.50015317551	23782.0671632	10.7057877304	330.949983799	41.1196594697
Africa	Forestry etc	0.454516583401	0	0	0.0176278688675	66.6612757088	0.120087317053	0	5.21850849266	41.0365654533	0.0515347348224	9.31514898735	8.75966024254	20.5041373912	0.017608904347	0.322387600381	2.05773693518	0.0690040768213	0.0153627384849	0.00221181544785	0.488933895666	9397.82588572	0.20332144902	371.40855306	5.42758197905
Africa	Wood, paper & publishing	1.36125136782	0	0.952078698354	0.287481670841	4.03980583082	0	2.1891908053	0.607475320887	620.258933518	0.117338863256	82.5910351981	48.8125205165	274.267868088	11.0028741575	98.138381977	23.9005213117	80.9856047208	0.00132780062942	3.65278970721	2.15817753802	11869.5437157	33.3454948545	833.552150173	608.317042184
Africa	Chemicals & non-metallic mineral products	91.7792815783	0.575483966573	0	7.13891686239	19.0010045119	0	0	3.682235913	1458.34479608	433.714693543	14.4111141546	37.1244190841	2501.48516856	61.0728581748	10.2305498906	169.209224843	1387.42931406	46.2905329169	9.18164605771	23.3189183354	23336.5962872	175.232147027	1414.51320257	604.189499244
Africa	Metal & metal products	4.15921190639	0.00828670336506	0.45348581349	1.27113287456	0.156811526958	0	0.149176760395	31.2311175094	126.769915127	1.6806364303e-07	178.098613321	212.387673539	151.435994363	0.0351631199734	575.676035946	52.2805864443	51.9792448142	0	44.2832263201	26.5504033228	5175.37431312	4.2511500526	5254.31387715	625.091897518
Africa	Electrical & machinery	35.6754471528	0.0198089465175	29.7447028154	24.908013753	0.012819559957	0	0	10.1952531554	1769.34553333	121.080195554	5202.95554327	246.150645067	714.157950802	10.530335896	2250.14349904	39.2139893288	325.861605546	0	910.776227909	7.25137834245	18301.4358464	321.540823251	55432.7595285	235.688876395
Africa	Transport equipment	64.504006537	1.12871234988e-05	0.00609870265689	79.8440344684	12.3653317991	0	69.8348323526	0.835268533225	7148.11829335	13.5893184983	7922.08880291	269.752396129	813.144827929	6.27856018498	1141.06705555	47.7153291545	698.809090465	0	861.488810891	15.3772144398	18102.7084371	32.5425303647	18809.683694	537.886081859
Africa	Manufacturing & recycling	2.84556077036	3.27230331928e-07	0	3.23535936922	23.575235667	0	0	3.21634293051	1718.60407352	0.240387387891	309.320207139	19.4031038249	1190.81583605	0.938845225477	923.990028912	76.0395229182	918.117793931	0	137.066656202	4.90210501964	11098.7538692	5.41563018438	4945.06387088	144.46435232
Africa	Electricity by gas	0	0	0	0	2.95069942697	0	6.17247519062e-08	0.11665475071	0	0	2.00364328254e-07	0.000158145270467	0	0	1.72387434853e-07	0	0	0	0	0	7863.46662572	10.4002801912	0	0.0120576353659
Africa	Electricity other & water	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23040.0541002	104.28233381	1.41582087957	0.195937325791
Africa	Construction	0.168355502385	0	60.2771093075	0	0.00131572921371	0	0.0367578184263	0	15.5320107581	0.570010085613	548.563817289	0.437938050053	0.987633193206	0.00454048899312	96.3334965772	0.000342363304674	0.000433778161223	1.27846410578e-07	14.3003453565	4.22138790098e-07	3908.09937323	598.735467377	262673.536442	257.288792719
Africa	Sale, maintenance & repair of vehicles; fuel; trade; hotels & restaurants	154.725711884	4.66995972551e-05	0.000989556483824	37.4160401732	0.0356410108912	0.000130810440711	0.00164926035349	0.000754867552467	2671.82438426	83.4158993676	37.6133210568	7.39750897702	18.3603113086	0.0969605034377	2.17339170891	4.71906916994	87.6148905098	3.48312507593e-05	0.0314257529565	1.21403797154	125532.13007	2189.63838988	9108.02364926	7627.46588692
Africa	Transport	22.2393508876	1.0974576693	0.640240994355	0.335891020623	0.0445605218044	0.000889088689861	0.000989764497092	0.000434357861638	2677.41762262	145.257095322	19.1725682828	2.83890453685	14.7704289013	0.52804862615	0.553405657941	0.0651709515016	2142.26939025	0.0074702531102	13.4819900173	20.0458767206	45824.1340099	5061.55765894	1421.05279752	38004.7004268
Africa	Post & telecommunications	17.0026173854	5.23649992758e-05	0	0	0.000238819237125	0	0	0	914.34678233	0.221231492821	1.62316826578	0.00178967571954	3.3535976946	0.000119144556204	0.349235950754	0.000170163934961	137.86361164	9.20486735935e-06	9.38515898063	9.1730628181e-06	28365.2109979	80.3451184643	518.027786669	0.0812871177732
Africa	Financial intermediation & business activity	0.897280510221	0.5440801854	0.0602398557993	0	0.0362636793512	0.00616988260093	0	0.0310765707446	1428.07066389	50.7904599152	1124.61217236	17.8628473225	51.9844566462	1.21533387272	22.225824349	0.665720346914	314.640657543	0.0228062940808	69.6739724902	0.0489289001418	193691.844406	9050.16337801	38826.6787648	2065.98637112
Africa	Public administration; education; health; recreation; other services	4.71401351687	1.32202137611	0.0634913116847	0.82137621034	0.0553737670867	0.104468587731	0	0.154357962856	4452.55866879	2783.64176533	21.0394117565	744.059280648	169.142284218	16.1197896268	0.425673819092	6.85853010617	511.091118127	5902.69230301	0.000198615644781	2459.42521924	130552.238843	235760.169767	1298.9700698	111153.589646
