		Russia	Russia	Russia	Russia	China	China	China	China	Europe	Europe	Europe	Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Africa	Africa	Africa	Africa
new		Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other	Households consumption	Government consumption	Gross fixed capital formation	Other
China	Metal & metal products	935.61272142	1.86667554285	102.152911692	67.0153981925	2352.64088814	0	2453.7022251	23506.3674509	1334.25491215	5.09848221532e-05	1868.57615671	584.841638435	4313.81130368	2.31578933884	7975.97452851	459.933575082	2988.82877059	0	2400.47159713	139.029437409	794.162077824	0.000429441446387	961.75129548	3.61912027083
China	Electrical & machinery	6319.59409501	2.97544701402	4469.16594504	2893.03514121	95794.0760373	0	936886.375876	45919.780193	22826.573505	352.15959492	41412.3532618	3532.82787414	127105.826536	1882.58666662	269130.852586	3552.33544053	52161.6188308	0	120060.408025	998.183994621	4198.23297418	29.7395215031	13093.3636945	18.9897842936
China	Transport equipment	730.848615289	0.000132669868775	0.0686031439981	977.399853577	120552.134168	0	566391.972212	15635.4419834	2847.5745767	12.8364662992	4454.46576743	286.069860727	10591.5086891	69.8647990762	13789.9821359	179.919712164	10804.9450093	0	14583.7711916	323.293340477	2158.67825369	1.99550437599	2789.46263903	9.05304452129
China	Manufacturing & recycling	547.780052098	6.29929433026e-05	0	622.817597953	127.289438255	0	0	5934.21883886	16508.9084586	11.2023406792	2784.40234546	140.481188188	21740.3006712	19.2588174884	11638.9000157	1653.37285635	46346.7378423	0	6692.70236925	223.032679621	2333.81583701	0.000715156691802	930.859376227	23.2623549933
China	Electricity by gas	0	0	0	0	113.880814682	0	0	26.6243988766	0	0	0	0	0.00145424007323	4.53571197572e-06	0	3.33082801014e-06	0	0	0	0	0.000180990891556	0	0	0
China	Electricity other & water	0	0	0	0	17582.4431409	0	0	0	0	0	0	0	29.6999241474	0.000701550478773	0	0.000515663842293	0	0	0	0	0	0	0	0
China	Construction	0.505991273826	0	181.162426466	0	0	0	3025548.81427	0	7.28831983488	0.0117249247566	313.277262821	0.0167796335495	8.39540321474	0.474102627647	695.356987952	0.00239795137398	7.36568101984e-05	5.62689104679e-09	7.55056676242	8.15483659421e-09	3.71675138851e-05	3.26286508455e-09	0.00269503382833	4.84412931393e-09
China	Sale, maintenance & repair of vehicles; fuel; trade; hotels & restaurants	301.282011054	1.1023652244e-06	2.33577374347e-05	72.8790545443	620492.317944	2755.07897804	26672.821933	9843.38055548	725.128228191	158.915047646	5.05768249761	1.1403654776	3799.17890025	3.03973868488	83.0913992168	209.476171021	121.80679599	5.46276663356e-06	0.0146891679038	0.634981660925	0.00427311925492	4.52262338333e-05	0.000283101152918	0.000182114583232
China	Transport	27.6374981879	2.25788075389	1.8797277769	0.833843644951	46080.5237972	51354.0969397	13778.431891	108008.875768	2697.57889804	75.036383676	5.6213218449	0.864334196204	1242.0184609	90.4743029997	46.2298270905	3.42363041884	848.73038208	0.50282235066	6.23774587773	9.66556205043	0.00420060456229	0.000212511850609	6.63761641574e-05	0.00328859450534
China	Post & telecommunications	16.6774517335	5.13635476323e-05	0	0	396.236295966	0	0	0	23.9275380354	0.0511540173987	0.116983855557	0.000177353841198	30.9749538235	0.00291159339215	12.99306854	0.00246443450866	30.478468131	0	2.07526839037	0	0.00108944056303	4.3095462337e-06	3.10794264968e-06	3.81147490523e-08
China	Financial intermediation & business activity	1.11237056128	0.353124464571	0.0388653556375	0	1007367.3036	94395.4976355	537727.782787	60799.1692703	211.678502738	188.384125382	245.294071121	44.7182377291	1776.5963404	111.898749282	610.350703373	21.8528704293	214.257906855	0.00269927817832	589.547472283	0.427261576272	0.0119359997957	0.00141287674549	0.00245821791449	0.000240076289721
China	Public administration; education; health; recreation; other services	0.708361084663	0.134586898865	0.0553156691746	0.454058149104	652893.207562	1953375.51424	0	1260195.97166	368.646854792	68.321051115	1.27077985776	21.5133229493	7431.14436143	617.153907136	26.0615903481	422.138986637	393.942452154	34.0832749649	3.38299361699e-05	14.2008505458	0.0413296642331	0.0119064958893	0.000164424240972	0.00228448195384
Europe	Crops, vegetables, fruit and nuts	1318.52066061	0.246896234391	0	21.3867878442	42.6018938397	2.97665367917	0	12.5714311555	120620.601641	1177.05017128	1349.18176989	4453.32900702	3337.26955885	2.36816821104	138.360559488	17.5849405388	1354.44156645	0.169243189922	2.20828060032	43.9251228008	1311.51791166	0.00609628454306	0	0.0632382376917
Europe	Wheat	0	0.0168901682061	0	0	0	0.0024666132885	0	52.2845019275	13474.6041115	191.677984621	0.00280854163514	753.595068355	439.460610556	0.945523571348	0	1.19124196512	39.4105491054	0.000285606989531	0.00278161587691	5.3490140068	357.362198779	0.000696935822937	0	0.000381956707279
Europe	Cattle	0	0.976418958128	0	0	0	0	0	0	0	2.29363447248	4587.38713334	469.084795686	1.82849099089e-07	462.837417112	0	0.0149247316891	1.40144148846e-07	0	0	0	0	2.35009655439e-06	0	2.86994065857e-06
Europe	Animal products	2445.62346828	0.301351147112	0	53.2127659746	1324.14785654	63.599572808	0	37.6087271997	379555.321865	850.455976536	5953.81052548	8499.17180722	11640.663587	11.5698316085	123.933550029	89.3964987093	3548.1928724	3.57983342469	4.42656301024	119.47887822	3969.82425123	0.0222954819265	2.04291770156e-09	11.5648482154
Europe	Fish	432.655451133	0.00137500104883	0	5.3692500179	1463.57419498	0.010335913157	0	1.07488768048	30752.0951436	123.153698214	1.61551415075	2736.97927738	3062.29983955	0.270822884783	0	18.0669381122	1560.15341536	0	4.63152684635e-05	16.2994116739	1298.987395	0.0659472086439	0	0.00906127434286
Europe	Drinks and tabacco	1511.85829054	0	0	1.36519942622	0	0	0	57.7473055561	89019.7523853	63.0363896258	0.565184132267	2854.22839956	13446.889104	1.52154947476	0	37.9957034888	18720.7776759	0	0	36.54033548	2019.98434217	0.0111532116847	0	0.918457619525
Europe	Food n.e.c.	4162.93151899	0	0	99.1564437143	5035.98691542	0	0	2.24948223187	361014.344087	766.781642752	0.4490920166	4815.87682821	24555.1379926	119.069535222	0	114.864131845	14208.4438089	0	0	24.918294801	7055.19522826	24.0923401028	0	0.0222548961226
Europe	Natural gas	0.0324340078559	7.87465822499e-05	0	0.140708547829	0.02227268246	0	5.31863684586e-09	0.0206396284093	4249.00783692	11.6344164007	4374.1393435	22736.9155965	426.300652259	0.777405189358	1.4980725012	2.12348538051	26.8675040799	0	8.93091548384	0.680052948873	271.813600027	0.57301374439	0	0.084697018021
Europe	Oil	300.346953288	1.87538513707	0	29.8598102246	217.323814889	0	0	23.7794777019	161101.447748	336.283063889	6445.0967195	12588.9941812	7033.10286087	21.4713926288	46.9395161515	223.178560822	12415.3207253	0	175.723192339	171.200334922	9220.98447252	1.47835159428	0	6.74304263564
Europe	Coal	0	0	0	0.0259985884293	0	0	0	0.000606063221135	370.752949977	1.25379261974	0	325.323656446	10.8449047803	0.00263017042757	0	3.8549233561	1.57667193578e-08	0	0	4.94106728279	50.5545826612	0.0070103383371	0	5.19523734205e-06
Europe	Mining & quarrying	0.494423530867	0.0655856069828	0	10.2897657025	2.48693568507e-07	0	8.9781034006e-08	4.17731385015	6027.52435585	59.3011294417	1909.21329276	9257.34977529	35.1472222638	0.473524876665	0.268976687753	121.390230907	4.71699296206	0.00665062002639	0.593522877406	14.1924563506	9.78889478955	0.0448015999022	0.0390164023926	199.164426351
Europe	Textiles, leather & wearing apparel	5097.64033134	4.04009252064	0	70.960436823	1747.24307339	0	0	39.2335328104	193022.366928	454.506543428	2272.46517981	6266.38436979	17814.1747608	94.8662610751	250.340598756	148.26137437	11800.3580419	0	46.5514521303	60.9759753826	5208.20357457	0.465990609576	180.610263053	1.66649104509
Europe	Forestry etc	19.3053274076	0	0	0.74873347291	59.7720371748	0.107676660892	0	4.67919163418	9507.23230193	80.8009542884	2241.86775415	4156.00201213	99.7270508873	0.0364851728192	0.570132688771	5.42527254619	0.817813254362	0.0595908028839	0.0978463405545	4.46447315884	3.54354224641	0.00021058026655	0	0.0178509119854
Europe	Wood, paper & publishing	1218.67684969	0	139.096281488	220.380848523	41.1418567598	0	3.14891907584	33.2706402867	115520.541802	2633.62956478	45162.1478231	9786.600874	6130.96886628	103.615484479	1152.41353959	189.816928129	3490.50554374	1.24369027564	116.921484957	54.9417671852	2097.48984681	0.206931571249	197.211423658	22.8175442129
Europe	Chemicals & non-metallic mineral products	4713.973964	309.475949918	0	714.375380087	1714.71070754	0	0	252.219603824	108452.061532	138799.041357	7221.96230311	27502.4519528	31960.782097	1144.84928119	517.101256179	469.200358034	39362.9531727	524.613183614	352.527310599	337.305901679	6496.50116474	26.5182513427	81.7376160135	50.3738521952
Europe	Metal & metal products	2638.93513696	5.26564237657	288.159719431	191.635378458	39.3436813651	0	37.4281345377	157.04879113	38366.587814	170.75919945	66870.8121685	18466.5668152	1806.49544615	1.81606642456	5813.21235578	335.395322479	2327.25166284	0	1876.57838151	227.560141428	897.603722299	0.000478739800875	1057.8279392	5.51128455249
Europe	Electrical & machinery	6979.64714388	10.890442928	16360.5668095	5043.95058776	8.62928394243	0	0	881.093654915	139082.622816	7606.66483699	467706.052341	42264.7507749	27011.2889513	1149.89225539	146089.498867	1442.94606629	27578.6760316	0	95766.6719193	661.023230173	5947.29484411	76.2348534171	23288.6734408	32.3961243314
Europe	Transport equipment	5207.72355358	0.000940125693413	0.489380195719	6885.09306995	10982.4826697	0	42563.9938186	366.562285932	194401.664524	1098.49129943	228011.568936	15235.0666257	29283.0631661	171.756810811	47763.3709875	862.768041186	34391.0041999	0	55037.3947034	1226.55342821	8237.87602437	2.85180304122	8159.1038101	85.9955222844
Europe	Manufacturing & recycling	1002.89888164	0.000115330144184	0	1140.28079347	427.412509808	0	0	58.3114087912	133896.297034	136.957625446	52441.8788348	6904.90592604	13145.970175	5.34737037087	9325.33494306	475.044302582	16971.6366743	0	2517.85204662	83.8255439963	1314.89081635	0.000391459933064	512.552780567	16.1947976724
Europe	Electricity by gas	0	0	0	0	0	0	0	0	67501.8118063	567.032634061	918.092749817	1614.21510637	0.0652149481068	0	0	0	0	0	0	0	60.853337473	6.60032721351e-05	0	4.97488425762e-05
Europe	Electricity other & water	0.00294571791794	0	0	0	0	0	0	0	234771.359653	1395.01557348	9.44470144407	4251.86983022	0.237571606513	0.000453236953272	0	0	0	0	0	0	44.4003020379	0.0305082872286	0	0.000196494280574
Europe	Construction	9.41266397959	0	3370.06018534	0	64.9283884689	0	1813.91876778	0	40403.3971291	3530.36059399	1739535.30482	3874.12862976	37.48925493	1.36839971792	4140.06968673	0.0820407524369	43.5616987427	0.00875335358413	6636.18909032	0.0262545509703	45.0295138109	0.00384407981625	3473.65509666	0.00570701492106
Europe	Sale, maintenance & repair of vehicles; fuel; trade; hotels & restaurants	8530.27550523	2.99445174829	69.0091433849	1545.38938963	3111.14337479	11.2210480615	141.475172711	65.2648221485	1365216.08573	27479.6399629	72533.7263007	28540.5250621	9807.21201191	127.303868595	431.468559675	923.720831338	42380.810486	2.25955890292	68.2649816385	370.731457838	2786.66075262	22.5721495701	119.235840304	61.794926413
Europe	Transport	3271.73132688	191.798548384	34.8865814516	34.4530256133	279.365290697	138.41447597	85.0880694121	47.0863076488	657275.473229	112311.022352	12399.6798911	9482.5555502	4909.75768139	290.03625127	208.069672145	35.7558923131	17168.7630579	192.320572597	112.884095773	173.960180762	1604.2195372	36.9439495328	19.3777844107	460.526915097
Europe	Post & telecommunications	1555.48575672	0.00479061597859	0	0	1.78647392447	0	0	0	396770.467642	4743.02807937	3443.54996122	19.8350243244	646.468423914	0.92166135432	55.8780841259	0.991779981357	2511.7569138	0.225283996614	127.346789649	0.224505598199	342.576819215	1.35514565099	0.977298939806	0.0119852610033
Europe	Financial intermediation & business activity	232.930117951	127.294410715	14.8071760955	0	653.479537518	100.82027151	0	465.766882736	2376097.09884	97832.6680579	685705.322007	49631.6615218	12498.7167664	1274.21177728	5239.15058807	861.625972096	26810.4775007	224.511172228	9009.75113447	118.063805484	4708.28251096	217.672062434	1284.65316354	38.1284178716
Europe	Public administration; education; health; recreation; other services	400.539242177	315.760614963	53.3334889869	485.94050174	2019.03816275	478.252091701	0	557.949473761	894014.165799	3133290.22712	35483.7102222	1052258.81554	16258.0714682	8326.29770236	202.889173769	2813.84915006	18795.8665716	11634.5703588	1.42119030531	3742.70371693	6470.53583363	3318.05168943	22.0680185083	236.622669256
Rest of Asia	Crops, vegetables, fruit and nuts	7189.22300426	0.216509274112	0	161.151850495	6579.32605251	156.09948831	0	238.240680685	20910.6330105	40.3821393002	275.79738696	471.745286232	489656.129714	10854.2756537	6900.33040518	12901.6517785	9417.2605045	1.51347332002	19.819913951	242.372370331	8001.54382183	0.0270344615844	0	0.15572935964
Rest of Asia	Wheat	0	0.221217328171	0	0	0	0.0207600836627	0	440.048968899	285.40123978	0.00335812305563	0	2.45142253747	42776.9433714	1058.21366722	96.3960416482	1175.89440171	0.031038181412	0.0215299193538	0.209686624271	0.995844809975	6.56632846809	1.28058019293e-05	0	7.01823866418e-06
Rest of Asia	Cattle	0	0.0674073005222	0	0	0	0.00528999611162	0	1760.2317182	0	0	0.0846054051453	0.00234375827489	39.0417681517	15.174232852	1643.17661149	1025.06084621	0.000357296438177	0	0	5.15659564071e-08	0	0	0	0
Rest of Asia	Animal products	223.950489281	0.0718160487372	0	4.01779856729	1062.44328805	150.745408606	0	1047.36801972	3692.78178774	3.32506931825	10.3140020225	91.9680995824	246630.042969	3681.76461152	7611.88157355	11525.2058425	2866.60808554	8.07257037586	0.203650156183	42.622630051	2187.29572987	0.0148903697965	2.36266974627e-08	0.00371921134827
